anzsco_code,occupation_title,national_rating,nsw,vic,qld,sa,wa,tas,nt,act,skill_level,major_group
253316,Gastroenterologist,S,S,S,S,S,S,S,NS,S,1,2
253317,Intensive Care Specialist,S,S,S,S,S,S,S,S,S,1,2
253318,Neurologist,S,S,S,S,S,S,S,NS,S,1,2
253321,Paediatrician,S,S,S,S,S,S,S,S,S,1,2
253322,Renal Medicine Specialist,S,S,S,S,S,S,S,S,S,1,2
253323,Rheumatologist,S,S,S,S,S,S,S,NS,S,1,2
253324,Thoracic Medicine Specialist,S,S,S,S,S,S,S,S,S,1,2
253399,Specialist Physicians nec,S,S,S,S,S,S,S,S,S,1,2
253411,Psychiatrist,S,S,S,S,S,S,S,S,S,1,2
253511,Surgeon (General),S,S,S,S,S,S,S,S,S,1,2
253512,Cardiothoracic Surgeon,S,S,S,S,S,S,S,NS,S,1,2
253513,Neurosurgeon,S,S,S,S,S,S,S,S,S,1,2
253514,Orthopaedic Surgeon,S,S,S,S,S,S,S,S,S,1,2
253515,Otorhinolaryngologist,S,S,S,S,S,S,S,NS,NS,1,2
253516,Paediatric Surgeon,S,S,S,S,S,S,S,NS,NS,1,2
253517,Plastic and Reconstructive Surgeon,S,S,S,S,S,S,S,S,S,1,2
253518,Urologist,S,S,S,S,S,S,S,NS,S,1,2
253521,Vascular Surgeon,S,S,S,S,S,S,S,S,NS,1,2
253911,Dermatologist,S,S,S,S,S,S,S,S,S,1,2
253912,Emergency Medicine Specialist,S,S,S,S,S,S,S,S,S,1,2
253913,Obstetrician and Gynaecologist,S,S,S,S,S,S,S,S,S,1,2
253914,Ophthalmologist,S,S,S,S,S,S,S,S,S,1,2
253915,Pathologist,S,S,S,S,S,S,S,S,S,1,2
253917,Diagnostic and Interventional Radiologist,S,S,S,S,S,S,S,S,S,1,2
253918,Radiation Oncologist,S,S,S,S,S,S,S,S,S,1,2
253999,Medical Practitioners nec,S,S,S,S,S,S,S,S,S,1,2
254111,Midwife,S,S,S,S,S,S,S,S,S,1,2
254211,Nurse Educator,NS,NS,S,NS,R,NS,NS,S,S,1,2
254212,Nurse Researcher,NS,NS,NS,S,S,NS,NS,S,S,1,2
254311,Nurse Manager,NS,NS,NS,NS,R,NS,NS,NS,NS,1,2
254411,Nurse Practitioner,S,S,S,S,S,S,S,S,S,1,2
254412,Registered Nurse (Aged Care),S,S,S,S,S,S,S,S,S,1,2
254413,Registered Nurse (Child and Family Health),S,S,S,S,S,S,S,S,S,1,2
254414,Registered Nurse (Community Health),S,S,S,S,S,S,S,S,S,1,2
254415,Registered Nurse (Critical Care and Emergency),S,S,S,S,S,S,S,S,S,1,2
254416,Registered Nurse (Developmental Disability),S,S,S,S,NS,NS,NS,NS,NS,1,2
254417,Registered Nurse (Disability and Rehabilitation),S,S,S,S,S,S,S,S,S,1,2
254418,Registered Nurse (Medical),R,R,R,R,R,R,R,R,S,1,2
254421,Registered Nurse (Medical Practice),R,R,R,R,R,R,R,R,S,1,2
254422,Registered Nurse (Mental Health),S,S,S,S,S,S,S,S,S,1,2
254423,Registered Nurse (Perioperative),S,S,S,S,S,S,S,S,S,1,2
254424,Registered Nurse (Surgical),R,R,R,R,R,R,R,R,S,1,2
254425,Registered Nurse (Paediatrics),S,S,S,S,S,S,S,S,S,1,2
254499,Registered Nurses nec,NS,NS,NS,NS,NS,NS,NS,S,NS,1,2
261111,ICT Business Analyst,NS,NS,NS,NS,NS,NS,NS,S,NS,1,2
261112,Systems Analyst,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
261113,User Experience Designer (ICT),NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
261211,Multimedia Specialist,NS,NS,NS,NS,NS,NS,NS,S,S,1,2
261212,Web Developer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
261311,Analyst Programmer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
261312,Developer Programmer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
261313,Software Engineer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
261314,Software Tester,S,S,S,S,S,S,S,S,S,1,2
261315,Cyber Security Engineer,S,S,S,S,S,S,S,S,S,1,2
261316,Devops Engineer,S,S,S,S,S,S,S,NS,S,1,2
261317,Penetration Tester,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
261399,Software and Applications Programmers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
262111,Database Administrator,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
262113,Systems Administrator,NS,NS,NS,NS,NS,NS,NS,S,NS,1,2
262114,Cyber Governance Risk and Compliance Specialist,S,S,S,S,S,S,S,NS,S,1,2
262115,Cyber Security Advice and Assessment Specialist,NS,NS,NS,NS,NS,NS,NS,S,S,1,2
262116,Cyber Security Analyst,NS,NS,NS,S,S,NS,NS,NS,S,1,2
262117,Cyber Security Architect,S,S,S,S,S,S,NS,NS,S,1,2
262118,Cyber Security Operations Coordinator,S,S,S,S,S,S,S,S,S,1,2
263111,Computer Network and Systems Engineer,NS,NS,NS,NS,NS,NS,NS,S,NS,1,2
263112,Network Administrator,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
263113,Network Analyst,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
263211,ICT Quality Assurance Engineer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
263212,ICT Support Engineer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
263213,ICT Systems Test Engineer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
263299,ICT Support and Test Engineers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
263311,Telecommunications Engineer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
263312,Telecommunications Network Engineer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
271111,Barrister,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
271214,Intellectual Property Lawyer,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
271299,Judicial and Other Legal Professionals nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
271311,Solicitor,S,S,S,S,S,S,S,S,S,1,2
272111,Careers Counsellor,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272112,Drug and Alcohol Counsellor,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272113,Family and Marriage Counsellor,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272114,Rehabilitation Counsellor,S,S,S,S,S,S,S,S,S,1,2
272115,Student Counsellor,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272199,Counsellors nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272211,Minister of Religion,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272311,Clinical Psychologist,S,S,S,S,S,S,S,S,S,1,2
272312,Educational Psychologist,S,S,S,S,S,S,S,S,S,1,2
272313,Organisational Psychologist,S,S,S,S,S,S,S,NS,S,1,2
272314,Psychotherapist,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272399,Psychologists nec,S,S,S,S,S,S,S,S,S,1,2
272411,Historian,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272412,Interpreter,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272413,Translator,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272414,Archaeologist,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272499,Social Professionals nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272511,Social Worker,NS,NS,R,NS,S,NS,NS,S,S,1,2
272611,Community Arts Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272612,Recreation Officer / Recreation Coordinator,NS,NS,NS,NS,NS,NS,NS,NS,NS,1,2
272613,Welfare Worker,NS,NS,R,NS,NS,NS,NS,S,NS,1,2
311112,Agricultural and Agritech Technician,S,S,S,S,S,S,S,S,S,2,3
311113,Animal Husbandry Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311114,Aquaculture or Fisheries Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311115,Irrigation Designer,S,S,S,S,S,S,S,NS,NS,2,3
311211,Anaesthetic Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311212,Cardiac Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311213,Medical Laboratory Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311214,Operating Theatre Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
311215,Pharmacy Technician,R,R,R,R,R,R,R,S,S,2,3
311216,Pathology Collector / Phlebotomist,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
311217,Respiratory Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311299,Medical Technicians nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311311,Fisheries Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311312,Meat Inspector,S,S,S,S,S,S,S,NS,NS,2,3
311313,Biosecurity Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311314,Primary Products Quality Assurance Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311399,Primary Products Assurance and Inspection Officers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311411,Chemistry Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311412,Earth Science Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311413,Life Science Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311414,School Laboratory Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311415,Hydrographer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
311499,Science Technicians nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
312111,Architectural Draftsperson,NS,NS,NS,NS,NS,NS,NS,S,NS,2,3
312112,Building Associate,NS,NS,NS,NS,NS,NS,NS,S,NS,2,3
312113,Building Inspector,S,S,S,S,S,S,S,S,S,2,3
312114,Construction Estimator,R,S,R,R,R,S,R,NS,NS,2,3
312115,Plumbing Inspector,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
312116,Surveying or Spatial Science Technician,S,S,S,S,S,S,S,S,S,2,3
312199,"Architectural, Building and Surveying Technicians nec",NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
312211,Civil Engineering Draftsperson,S,S,S,S,S,S,S,S,S,2,3
312212,Civil Engineering Technician,S,S,S,S,S,S,S,S,S,2,3
312311,Electrical Engineering Draftsperson,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
312312,Electrical Engineering Technician,M,M,M,M,M,M,M,M,S,2,3
312411,Electronic Engineering Draftsperson,NS,S,NS,NS,NS,S,NS,NS,NS,2,3
312412,Electronic Engineering Technician,S,S,S,S,S,S,S,S,S,2,3
312511,Mechanical Engineering Draftsperson,S,S,S,S,S,S,S,S,S,2,3
312512,Mechanical Engineering Technician,S,S,S,S,S,S,S,S,S,2,3
312611,Safety Inspector,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
312911,Maintenance Planner,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
312912,Metallurgical or Materials Technician,S,S,S,S,S,S,S,S,S,2,3
312913,Mine Deputy,NS,NS,NS,NS,NS,R,NS,NS,NS,2,3
312914,Other Draftsperson,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
312999,Building and Engineering Technicians nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
313111,Hardware Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
313112,ICT Customer Support Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
313113,Web Administrator,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
313199,ICT Support Technicians nec,NS,NS,NS,NS,NS,NS,NS,S,NS,2,3
313211,Radiocommunications Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
313212,Telecommunications Field Engineer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
313213,Telecommunications Network Planner,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
313214,Telecommunications Technical Officer or Technologist,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
321111,Automotive Electrician,S,S,S,S,S,S,S,S,S,3,3
321211,Motor Mechanic (General),S,S,S,S,S,S,S,S,S,3,3
321212,Diesel Motor Mechanic,S,S,S,S,S,S,S,S,S,3,3
321213,Motorcycle Mechanic,S,S,S,S,S,S,S,S,S,3,3
321214,Small Engine Mechanic,S,S,S,S,S,S,S,S,S,3,3
322111,Blacksmith,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
322112,Electroplater,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
322113,Farrier,S,S,S,S,S,S,S,NS,S,3,3
322114,Metal Casting Trades Worker,S,S,S,S,S,S,S,NS,NS,3,3
322115,Metal Polisher,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
322211,Sheetmetal Worker,S,S,S,S,S,S,S,S,S,3,3
322311,Metal Fabricator,S,S,S,S,S,S,S,S,S,3,3
322312,Pressure Welder,S,S,S,S,S,S,NS,NS,NS,3,3
322313,Welder (First Class),S,S,S,S,S,S,S,S,S,3,3
323111,Aircraft Maintenance Engineer (Avionics),S,S,S,S,S,S,S,S,S,3,3
323112,Aircraft Maintenance Engineer (Mechanical),S,S,S,S,S,S,S,S,S,3,3
323113,Aircraft Maintenance Engineer (Structures),S,S,S,S,S,S,NS,S,NS,3,3
323211,Fitter (General),S,S,S,S,S,S,S,S,S,3,3
323212,Fitter and Turner,S,S,S,S,S,S,S,S,S,3,3
323213,Fitter-Welder,S,S,S,S,S,S,S,S,S,3,3
323214,Metal Machinist (First Class),S,S,S,S,S,S,S,S,S,3,3
323215,"Textile, Clothing and Footwear Mechanic",NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
323299,Metal Fitters and Machinists nec,NS,S,NS,NS,NS,NS,NS,S,NS,3,3
323311,Engraver,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
323312,Gunsmith,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
323313,Locksmith,S,S,S,S,S,S,S,S,S,3,3
323314,Precision Instrument Maker and Repairer,S,S,S,S,S,S,S,S,S,3,3
323315,Saw Doctor,S,S,S,S,S,S,S,NS,NS,3,3
323316,Watch and Clock Maker and Repairer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
323411,Engineering Patternmaker,S,S,S,S,S,S,S,NS,NS,3,3
323412,Toolmaker,S,S,S,S,S,S,S,NS,S,3,3
324111,Panelbeater,S,S,S,S,S,S,S,S,S,3,3
324211,Vehicle Body Builder,S,S,S,S,S,S,S,S,S,3,3
324212,Vehicle Trimmer,S,S,S,S,S,S,S,S,S,3,3
324311,Vehicle Painter,S,S,S,S,S,S,S,S,S,3,3
331111,Bricklayer,S,S,S,S,S,S,S,S,S,3,3
331112,Stonemason,S,S,S,S,S,S,S,S,S,3,3
331211,Carpenter and Joiner,S,S,S,S,S,S,S,S,S,3,3
331212,Carpenter,S,S,S,S,S,S,S,S,S,3,3
331213,Joiner,S,S,S,S,S,S,S,S,S,3,3
332111,Floor Finisher,S,S,S,S,S,S,S,S,S,3,3
332211,Painter,S,S,S,S,S,S,S,S,S,3,3
333111,Glazier,S,S,S,S,S,S,S,S,S,3,3
333211,Plasterer (Wall and Ceiling),S,S,S,S,S,S,S,S,S,3,3
333212,Renderer (Solid Plaster),S,S,S,S,S,S,S,S,S,3,3
333311,Roof Tiler,S,S,S,S,S,S,S,S,S,3,3
333411,Wall and Floor Tiler,S,S,S,S,S,S,S,S,S,3,3
334112,Airconditioning and Mechanical Services Plumber,S,S,S,S,S,S,S,S,S,3,3
334113,Drainer,S,S,S,S,S,S,S,S,S,3,3
334114,Gasfitter,S,S,S,S,S,S,S,S,S,3,3
334115,Roof Plumber,S,S,S,S,S,S,S,S,S,3,3
334116,Plumber (General),S,S,S,S,S,S,S,S,S,3,3
334117,Fire Protection Plumber,S,S,S,S,S,S,S,S,S,3,3
341111,Electrician (General),S,S,S,S,S,S,S,S,S,3,3
341112,Electrician (Special Class),S,S,S,S,S,S,NS,S,NS,3,3
341113,Lift Mechanic,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
342111,Airconditioning and Refrigeration Mechanic,S,S,S,S,S,S,S,S,S,3,3
342211,Electrical Linesworker / Electrical Line Mechanic,S,S,S,S,S,S,S,S,S,3,3
342212,Technical Cable Jointer,S,S,S,S,S,S,S,S,S,3,3
342311,Business Machine Mechanic,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
342312,Communications Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
342313,Electronic Equipment Trades Worker,R,R,R,R,R,R,R,R,S,3,3
342314,Electronic Instrument Trades Worker (General),S,S,S,S,S,S,S,S,S,3,3
342315,Electronic Instrument Trades Worker (Special Class),S,S,S,S,S,S,S,S,NS,3,3
342411,Cabler (Data and Telecommunications),S,S,S,S,S,S,S,S,S,3,3
342412,Telecommunications Cable Jointer,S,S,S,S,S,S,S,NS,S,3,3
342413,Telecommunications Linesworker / Telecommunications Line Mechanic,S,S,S,S,S,S,S,S,S,3,3
342414,Telecommunications Technician,S,S,S,S,S,S,S,S,S,3,3
351111,Baker,S,S,S,S,S,S,S,S,S,3,3
351112,Pastrycook,R,R,R,R,R,R,R,R,S,3,3
351211,Butcher or Smallgoods Maker,S,S,S,S,S,S,S,S,S,3,3
351311,Chef,R,R,R,R,R,R,R,S,S,2,3
351411,Cook,S,S,S,S,S,S,S,S,S,3,3
361111,Dog Handler or Trainer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
361112,Horse Trainer,S,S,S,S,S,S,S,S,S,3,3
361113,Pet Groomer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,3
361114,Zookeeper,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
361115,Kennel Hand,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,3
361116,Track Rider,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
361199,Animal Attendants and Trainers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,3
361311,Veterinary Nurse,S,S,S,S,S,S,S,S,S,3,3
362111,Florist,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
362312,Sports Turf Manager,S,S,S,S,S,S,S,S,S,2,3
362313,Sports Turf Trades Worker,NS,NS,NS,NS,S,NS,NS,NS,NS,3,3
362411,Nurseryperson,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
362511,Arborist,S,S,S,S,S,S,S,S,S,2,3
362512,Tree Worker,S,S,S,S,S,S,S,S,S,3,3
362611,Gardener (General),NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
362711,Landscape Gardener,S,S,S,S,S,S,S,S,S,3,3
362712,Irrigation Technician,S,S,S,S,S,S,S,S,S,3,3
363111,Aquaculture Supervisor,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363112,Fishing Leading Hand,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363113,Forestry Operations Supervisor,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363114,Horticultural Supervisor or Specialist,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363115,Senior Broadacre Crop and Livestock Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363116,Senior Broadacre Crop Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363117,Vineyard Supervisor,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363199,"Senior Aquaculture, Crop and Forestry Workers nec",NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363211,Senior Beef Cattle Station Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363212,Senior Cattle and Sheep Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363213,Senior Dairy Cattle Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363214,Senior Piggery Stockperson,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363215,Senior Sheep Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363299,Senior Livestock Farm Workers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363311,Shearer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
363312,Wool Classer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
391111,Hairdresser,S,S,S,S,S,S,S,S,S,3,3
392111,Print Finisher,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
392112,Screen Printer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
392211,Graphic Pre-press Trades Worker,S,S,S,S,S,S,S,NS,S,3,3
392311,Printing Machinist,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
392312,Small Offset Printer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393111,Canvas Goods Fabricator,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393112,Leather Goods Maker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393113,Sail Maker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393114,Shoemaker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393211,Apparel Cutter,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393212,Clothing Patternmaker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393213,Dressmaker or Tailor,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393299,Clothing Trades Workers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
393311,Upholsterer,S,S,S,S,S,S,S,S,S,3,3
394112,Cabinet Maker,S,S,S,S,S,S,S,S,S,3,3
394113,Furniture Maker,S,S,S,S,S,S,S,S,S,3,3
394211,Furniture Finisher,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
394212,Picture Framer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
394213,Wood Machinist,S,S,S,S,S,S,S,NS,NS,3,3
394214,Wood Turner,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
394299,Wood Machinists and Other Wood Trades Workers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399111,Boat Builder and Repairer,S,S,S,S,S,S,S,S,S,3,3
399112,Shipwright,S,S,S,S,S,S,S,S,NS,3,3
399211,Chemical Plant Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399212,Gas or Petroleum Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399213,Power Generation Plant Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399311,Gallery or Museum Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
399312,Library Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
399411,Jeweller,S,S,S,S,S,S,S,S,S,3,3
399511,Broadcast Transmitter Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399512,"Camera Operator (Film, Television or Video)",NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399513,Light Technician,S,S,S,S,S,S,S,S,S,3,3
399514,Make Up Artist,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399515,Musical Instrument Maker or Repairer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399516,Sound Technician,S,S,S,S,S,S,S,S,S,3,3
399517,Television Equipment Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399599,Performing Arts Technicians nec,NS,S,NS,NS,NS,S,NS,NS,NS,3,3
399611,Signwriter,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399911,Diver,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399912,Interior Decorator,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,3
399913,Optical Dispenser / Dispensing Optician,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399914,Optical Mechanic,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,3
399915,Photographer's Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,3
399916,Plastics Technician,NS,S,NS,NS,NS,NS,NS,NS,NS,3,3
399918,Fire Protection Equipment Technician,R,R,R,R,R,R,R,R,S,3,3
399999,Technicians and Trades Workers nec,NS,S,NS,NS,NS,NS,NS,S,NS,3,3
411111,Ambulance Officer,S,S,S,S,S,S,S,S,S,2,4
411112,Intensive Care Ambulance Paramedic,S,S,S,S,S,S,S,S,S,1,4
411211,Dental Hygienist,S,S,S,S,S,S,S,S,S,1,4
411212,Dental Prosthetist,S,S,S,S,S,S,S,NS,S,2,4
411213,Dental Technician,S,S,S,S,S,S,S,S,S,2,4
411214,Dental Therapist,S,S,S,S,S,S,S,S,S,1,4
411311,Diversional Therapist,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
411411,Enrolled Nurse,R,R,R,R,R,R,R,R,S,2,4
411412,Mothercraft Nurse,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
411511,Aboriginal and Torres Strait Islander Health Worker,S,S,S,S,S,S,S,S,S,2,4
411611,Massage Therapist,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
411711,Community Worker,NS,NS,NS,NS,NS,S,NS,S,NS,2,4
411712,Disabilities Services Officer,NS,R,NS,NS,NS,S,NS,S,NS,2,4
411713,Family Support Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
411714,Parole or Probation Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
411715,Residential Care Officer,NS,NS,NS,NS,NS,S,NS,S,NS,2,4
411716,Youth Worker,NS,NS,NS,NS,NS,S,NS,S,NS,2,4
421111,Child Care Worker,S,S,S,S,S,S,S,S,S,3,4
421112,Family Day Care Worker,NS,R,NS,NS,R,NS,NS,NS,S,4,4
421113,Nanny,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
421114,Out of School Hours Care Worker,R,R,R,R,R,R,R,R,S,3,4
422111,Aboriginal and Torres Strait Islander Education Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
422112,Integration Aide,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
422115,Preschool Aide,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
422116,Teachers' Aide,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
423111,Aged or Disabled Carer,S,S,S,S,S,S,S,S,S,4,4
423211,Dental Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
423311,Hospital Orderly,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
423312,Nursing Support Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
423313,Personal Care Assistant,NS,NS,NS,NS,NS,S,NS,S,NS,4,4
423314,Therapy Aide,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
423411,Child or Youth Residential Care Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
423412,Hostel Parent,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
423413,Refuge Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
431111,Bar Attendant,NS,NS,NS,NS,NS,NS,NS,S,NS,4,4
431112,Barista,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
431311,Gaming Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
431411,Hotel Service Manager,NS,NS,NS,NS,NS,S,NS,S,NS,2,4
431511,Waiter,NS,NS,NS,NS,NS,NS,NS,S,NS,4,4
441211,Emergency Service Worker,NS,S,NS,NS,S,NS,NS,NS,NS,3,4
441212,Fire Fighter,NS,S,NS,NS,NS,NS,NS,NS,NS,3,4
