anzsco_code,occupation_title,national_rating,nsw,vic,qld,sa,wa,tas,nt,act,skill_level,major_group
441312,Police Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
442111,Prison Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
442213,Crowd Controller,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
442214,Private Investigator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
442216,Security Consultant,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
442217,Security Officer,NS,S,NS,NS,S,NS,NS,S,NS,4,4
451111,Beauty Therapist,S,S,S,S,S,S,S,S,S,3,4
451211,Driving Instructor,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
451311,Funeral Director,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
451399,Funeral Workers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
451411,Gallery or Museum Guide,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
451412,Tour Guide,S,S,S,S,S,S,S,S,S,3,4
451511,Natural Remedy Consultant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
451512,Weight Loss Consultant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
451513,Herbalist (Western),NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
451611,Tourist Information Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
451612,Travel Consultant,S,S,S,S,S,S,S,S,S,3,4
451711,Flight Attendant,R,R,R,R,R,R,R,R,S,3,4
451799,Travel Attendants nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
451811,Civil Celebrant,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
451814,Body Artist,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
451815,First Aid Trainer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
451816,Religious Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
451899,Personal Service Workers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
452111,Fitness Instructor,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
452211,Bungy Jump Master,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
452212,Fishing Guide,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452213,Hunting Guide,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452214,Mountain or Glacier Guide,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
452215,Outdoor Adventure Instructor,S,S,S,S,S,S,S,S,S,3,4
452216,Trekking Guide,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452217,Whitewater Rafting Guide,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452299,Outdoor Adventure Guides nec,S,S,S,S,S,S,S,NS,NS,3,4
452311,Diving Instructor (Open Water),NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452312,Gymnastics Coach or Instructor,S,S,S,S,S,S,S,S,S,4,4
452313,Horse Riding Coach or Instructor,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452314,Snowsport Instructor,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452315,Swimming Coach or Instructor,S,S,S,S,S,S,S,S,S,4,4
452316,Tennis Coach,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
452317,Other Sports Coach or Instructor,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,4
452318,Dog and Horse Racing Official,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452321,Sports Development Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,4
452322,Sports Umpire,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452323,Other Sports Official,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452413,Jockey,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
452414,Lifeguard,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,4
511111,Contract Administrator,NS,NS,NS,NS,S,S,NS,NS,NS,2,5
511112,Program or Project Administrator,NS,NS,NS,NS,NS,S,NS,S,NS,2,5
512111,Office Manager,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,5
512211,Health Practice Manager,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,5
512299,Practice Managers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,5
521111,Personal Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,5
521211,Secretary (General),NS,NS,NS,NS,NS,NS,NS,NS,NS,2,5
521212,Legal Secretary,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,5
531111,General Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
532111,Data Entry Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
532112,Machine Shorthand Reporter,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
532113,Word Processing Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
541111,Call or Contact Centre Team Leader,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
541112,Call or Contact Centre Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
541211,Information Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
542111,Receptionist (General),NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
542112,Admissions Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
542113,Hotel or Motel Receptionist,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
542114,Medical Receptionist,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
551111,Accounts Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
551112,Cost Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
551211,Bookkeeper,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
551311,Payroll Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
552111,Bank Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
552211,Credit or Loans Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
552311,Bookmaker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
552312,Insurance Consultant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
552313,Money Market Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
552314,Statistical Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
591112,Production Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
591113,Purchasing Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
591115,Stock Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
591116,Warehouse Administrator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
591117,Order Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
591211,Despatching and Receiving Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
591212,Import-Export Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599111,Conveyancer,S,S,S,S,S,S,S,S,S,2,5
599112,Legal Executive,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,5
599211,Clerk of Court,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
599212,Court Bailiff or Sheriff,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
599213,Court Orderly,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
599214,Law Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
599215,Trust Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
599311,Debt Collector,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599411,Human Resource Clerk,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599511,Customs Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599512,Immigration Officer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599513,Motor Vehicle Licence Examiner,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599514,"Invasive Pest, Weed and Disease Inspector",NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599515,Social Security Assessor,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599516,Taxation Inspector,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599517,Train Examiner,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599518,Transport Operations Inspector,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599521,Water Inspector,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599599,Inspectors and Regulatory Officers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599611,Insurance Investigator,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
599612,Insurance Loss Adjuster,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,5
599613,Insurance Risk Surveyor,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,5
599711,Library Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599912,"Production Assistant (Film, Television, Radio or Stage)",NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599913,Proof Reader,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599914,Radio Despatcher,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599915,Clinical Coder,S,S,S,S,S,S,S,S,S,3,5
599916,Facilities Administrator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
599999,Clerical and Administrative Workers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,5
611111,Auctioneer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,6
611112,Stock and Station Agent,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,6
611211,Insurance Agent,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,6
611311,Sales Representative (Building and Plumbing Supplies),NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
611312,Sales Representative (Business Services),NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
611313,Sales Representative (Motor Vehicle Parts and Accessories),NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
611314,Sales Representative (Personal and Household Goods),NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
611399,Sales Representatives nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
612111,Business Broker,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,6
612112,Property Manager,NS,NS,NS,NS,NS,S,NS,S,NS,3,6
612113,Real Estate Agency Principal / Real Estate Agency Licensee,NS,NS,NS,NS,NS,NS,NS,NS,NS,2,6
612114,Real Estate Agent,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,6
612115,Real Estate Representative,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,6
621311,Motor Vehicle or Caravan Salesperson,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
621312,Motor Vehicle Parts Interpreter / Automotive Parts Salesperson,NS,NS,NS,S,NS,NS,S,S,S,4,6
621411,Pharmacy Sales Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
621511,Retail Supervisor,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
639211,Retail Buyer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,6
639212,Wool Buyer,NS,NS,NS,NS,NS,NS,NS,NS,NS,3,6
639511,Visual Merchandiser,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
639911,Other Sales Support Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,6
711111,Clay Products Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711112,Concrete Products Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711113,Glass Production Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711114,Stone Processing Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711211,Industrial Spraypainter,S,S,S,S,S,S,S,S,S,4,7
711311,Paper Products Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711313,Sawmilling Operator,S,S,S,S,S,S,S,NS,S,4,7
711314,Other Wood Processing Machine Operator,S,S,S,S,S,S,S,S,S,4,7
711411,Photographic Developer and Printer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711511,Plastic Cablemaking Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711512,Plastic Compounding and Reclamation Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711513,Plastics Fabricator or Welder,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711514,Plastics Production Machine Operator (General),NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711515,Reinforced Plastic and Composite Production Worker,S,S,S,S,S,S,S,NS,NS,4,7
711516,Rubber Production Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711599,Plastics and Rubber Production Machine Operators nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711611,Sewing Machinist,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711711,Footwear Production Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711712,Hide and Skin Processing Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711713,Knitting Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711714,Textile Dyeing and Finishing Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711715,Weaving Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711716,Yarn Carding and Spinning Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711799,Textile and Footwear Production Machine Operators nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711911,Chemical Production Machine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711912,Motion Picture Projectionist,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711913,Sand Blaster,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711914,Sterilisation Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
711999,Machine Operators nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712111,"Crane, Hoist or Lift Operator",S,S,S,S,S,S,S,S,S,4,7
712211,Driller,S,S,S,S,S,S,S,S,S,4,7
712212,Miner,R,R,R,R,R,R,R,NS,NS,4,7
712213,Shot Firer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712311,Engineering Production Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712911,Boiler or Engine Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712912,Bulk Materials Handling Plant Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712913,Cement Production Plant Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712914,Concrete Batching Plant Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712915,Concrete Pump Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712916,Paper and Pulp Mill Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712917,Railway Signal Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712918,Train Controller,NS,S,NS,NS,NS,S,NS,NS,NS,4,7
712921,Waste Water or Water Plant Operator,NS,S,S,NS,NS,NS,NS,NS,NS,4,7
712922,Weighbridge Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
712999,Stationary Plant Operators nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
721111,Agricultural and Horticultural Mobile Plant Operator,R,R,R,R,R,R,R,R,S,4,7
721112,Logging Plant Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
721211,Earthmoving Plant Operator (General),R,R,R,R,R,R,R,R,S,4,7
721212,Backhoe Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
721213,Bulldozer Operator,S,S,S,S,S,S,S,S,NS,4,7
721214,Excavator Operator,S,S,S,S,S,S,S,S,S,4,7
721215,Grader Operator,S,S,S,S,S,S,S,S,S,4,7
721216,Loader Operator,S,S,S,S,S,S,S,S,S,4,7
721311,Forklift Driver,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
721911,Aircraft Baggage Handler and Airline Ground Crew,NS,NS,NS,NS,NS,S,NS,S,NS,4,7
721912,Linemarker,S,S,S,S,S,S,S,S,S,4,7
721913,Paving Plant Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
721914,Railway Track Plant Operator,S,S,S,S,S,S,S,NS,NS,4,7
721915,Road Roller Operator,S,S,S,S,S,S,S,S,NS,4,7
721916,Streetsweeper Operator,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
721999,Mobile Plant Operators nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
731111,Chauffeur,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
731112,Taxi Driver,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
731199,Automobile Drivers nec,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
731211,Bus Driver,S,S,S,S,S,S,S,S,S,4,7
731212,Charter and Tour Bus Driver,S,S,S,S,S,S,S,S,S,4,7
731213,Passenger Coach Driver,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
731311,Train Driver,R,R,R,R,R,R,R,R,S,4,7
731312,Tram Driver,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
732111,Delivery Driver,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
733111,Truck Driver (General),S,S,S,S,S,S,S,S,S,4,7
733112,Aircraft Refueller,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
733113,Furniture Removalist,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
733114,Tanker Driver,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
733115,Tow Truck Driver,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
741111,Storeperson,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,7
811611,Carpet Cleaner,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
821311,Fencer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
821411,Building Insulation Installer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
821412,Home Improvement Installer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
821611,Railway Track Worker,S,S,S,S,S,S,S,S,S,4,8
821711,Construction Rigger,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
821712,Scaffolder,S,S,S,S,S,S,S,S,S,4,8
821713,Steel Fixer,S,S,S,S,S,S,S,S,S,4,8
821714,Structural Steel Erector,S,S,S,S,S,S,NS,S,S,4,8
821911,Crane Chaser,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
831211,Meat Boner and Slicer,NS,S,NS,NS,NS,S,NS,NS,NS,4,8
831212,Slaughterer,NS,S,NS,NS,NS,S,NS,NS,NS,4,8
839311,Product Examiner,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
839312,Product Grader,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
839313,Product Tester,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842211,Cotton Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842214,"Grain, Oilseed, Pulse and Pasture Farm Worker",NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842217,Sugar Cane Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842222,Vineyard Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842311,Beef Cattle Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842312,Cattle and Sheep Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842313,Dairy Cattle Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842314,Livestock Husbandry Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842315,Piggery Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842316,Poultry Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
842317,Sheep Farm Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
843111,Forestry Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
843112,Logging Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
843113,Tree Faller,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
843411,Pest Control Technician,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
899211,Deck Hand,S,S,S,S,S,S,S,S,S,4,8
899212,Fishing Hand,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
899411,Motor Vehicle Parts and Accessories Fitter (General),S,S,S,S,S,S,S,S,S,4,8
899412,Autoglazier,S,S,S,S,S,S,S,S,S,4,8
899413,Exhaust and Muffler Repairer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
899414,Radiator Repairer,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
899415,Tyre Fitter,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
899511,Printer's Assistant,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
899512,Printing Table Worker,NS,NS,NS,NS,NS,NS,NS,NS,NS,4,8
